job_id,role,job_title,jd_text,required_experience,source
724,Java Developer,Java Software Engineer,"Job Description Hybrid| W2 basis only | 12+ months/possible extensions Exciting opportunity for a Senior Software Engineer to join our top financial client Fixed Income trading team! The Expertise You Have: Over 6+ years of experience in software development environment Experience leading, coaching, influencing, and collaborating in a matrixed environment. Backend database development: Oracle, PL/SQL and ETL Comfortable developing Angular based user interfaces and Java based middle tier services. A passion to learn new things, especially Asset Management and Fixed Income investing. Please be advised- If anyone reaches out to you about an open position connected with Eliassen Group, please confirm that they have an Eliassen.com email address and never provide personal or financial information to anyone who is not clearly associated with Eliassen Group. If you have any indication of fraudulent activity, please contact InfoSec@eliassen.com. Show more Show less",6.0,postings.csv/postings.csv
725,Java Developer,Junior Java Software Engineer,"Priocept is a technology consultancy that helps businesses to create digital products and services. We design, build and run web technology platforms for some of Europe’s leading companies. Priocept consultants and software developers can expect to be involved in projects covering general software engineering, cloud infrastructure, e-commerce, content management, mobile applications, and web services. Priocept are searching for candidates with the drive and ambition to help our organisation grow. We are looking for people that have the confidence to take on new challenges and want to continuously improve their skills in new areas. Requirements Priocept is looking to recruit a bright and talented technologist to contribute to our development projects throughout the full project lifecycle. They will work alongside other experienced software engineers in a supportive environment and gain exposure to a broad range of technologies. Priocept can offer a friendly working environment, full project life cycle responsibilities, opportunities to expand your knowledge and skillset, and regular direct interaction with clients. The Junior Java Software Engineer role will be suited to someone with as many of these skills as possible: Java Web application development, Apache Tomcat, CMS HTML5, CSS3/SASS, JavaScript .NET/C# Database technologies (MySQL, Oracle or SQL Server) Understanding of DevOps concepts and tools (continuous integration and continuous delivery, cloud infrastructure, infrastructure-as-code and configuration management) Exposure to cloud platforms (Amazon Web Services or Google Cloud Platform) Experience of Ansible, Puppet, Chef or Unix shell scripting Ability to handle your own workload Problem solving and analytical skills If you are a junior software engineer looking for your first commercial role, or have 1-2 years experience and are looking for a new challenge, please get in touch. Benefits In return, Priocept can offer: Competitive salary with frequent reviews (not limited to a yearly review process) Start-up culture in a profitable, established business Uncapped investment in training where justifiable. We are always looking to invest in people Total flexibility in how your role develops. Interested in transitioning to another part of the business? We will support you in this objective Active encouragement of participation in hackathons, seminars and other technical events Flexible hours and remote working Proper coffee machines and a vibrant working environment Show more Show less",2.0,postings.csv/postings.csv
726,Java Developer,Senior Java Software Engineer,"Apex Systems, a World-Class Technology Solutions Provider, is seeking applicants for the below position on behalf of our client. Please apply if interested and qualified. Please note that only qualified candidates will be contacted. Role / Title: Sr Java Developer Pay: Highly competitive & negotiable Location: Memphis, TN-100% remote Duration: 12 month contract to hire Job Description: Create, test and support software applications. Participate in design sessions with the Architects and produce low-level designs as necessary Collaborate with other engineers in the team to deliver new capabilities. Coach and mentor other team members as needed. Quickly and effectively troubleshoot problems in development and production environments Review code and designs from other members on the team. Provide suggestions on performance improvements of existing platform. Coordinate with product owners and business partners to gather requirements and document them as needed. Provide production support and being active team member of on-call rotation Able to perform tasks with little or no technical supervision with solid problem solving, domain technical and analytical skills. What Skills are required for this role? Experience developing highly scalable backend services and systems using Java and Spring Boot with microservices architecture. Hands-on experience with developing and implementing modern RESTful API’s, DevOps, CICD, Cloud enabled services (Container, both on prem and in the cloud. Experience with cloud infrastructure - GCP, PCF etc. In depth knowledge of common databases and messaging frameworks like MySQL/Redis/Kafka etc. Assist with software / Data design (Database Schema, Storage considerations, Data Mapping, Data Storage Efficiency, NOSQL Data Considerations, RDMS to NOSQL considerations, API design including call signature, schema, business logic, data access, resilience, logging, supportability etc.) Assist with system design / Business Analysis (server layout, availability, disaster recovery planning, production deployments etc.) Deep understanding of data structure, algorithm design and analysis, networking, data security and highly scalable systems design. Work within the Agile/Scrum framework for software development (Atlassian tool suite desired) Develop optimized code for both scalability and performance. Create or maintain build environments for software products. Some who build products with a focus on testability, someone who loves test coverage (well versed with Mockito and JUnit) Proficiency with data exchange languages XML, JSON, EDIFACT etc. Excellent communication skills. Show more Show less",,postings.csv/postings.csv
727,Java Developer,Senior Software Engineer,"Job Title: Senior Software Engineer (60% Java Development / 40% Architecture) Minimum 3 days/week in office in Vancouver Salary per annum: $130,000 - $150,000 Job Description Collaborate with global Product Managers, Architects, and Software Engineering teams to delineate, architect, and execute the organization's device management solutions. Conduct thorough technical research and analysis to make informed architecture and design decisions, ensuring the creation of a secure, stable, and scalable platform for our Enterprise Customers. Generate substantial code, conduct code reviews, and create unit tests. Document and communicate systems design to all stakeholders. Maintain hands-on involvement in all stages of the software product life cycle, including proof of concept, coding, and testing. Participate in implementing solutions that enhance the current product's performance, quality, processes, and standards. Requirements Bachelor's or Master’s Degree in Computer Science/Engineering or equivalent experience. 8+ years of professional experience in platform engineering and architecture. Previous experience in rearchitecting a legacy platform from monolithic systems to a distributed microservice environment. Experience with multi-cloud platforms. In-depth understanding and proficiency in Java, Node.js, and Python. 8+ years as a Java Developer in product environments. Extensive experience with large-scale multi-tier cloud applications and environments. 5+ years of production-level experience in cloud environments: AWS, Azure, or GCP. Solid grasp of computer science fundamentals, including data structures, design patterns, algorithm design, and complexity analysis. Experience with Automation and Load Testing Frameworks. Working knowledge of SQL and NoSQL databases. Genuine passion for quality, writing clean, solid, readable code that scales and performs well. Excellent interpersonal and communication skills. Show more Show less",8.0,postings.csv/postings.csv
728,Java Developer,Java Software Engineer,"W2 candidates only - Open for GC , EAD , USC or H1 Transfers - Sr. Java developer Need someone who is local to Delaware , Must be able to work onsite 1-2 year contract Sr. Java Developer who has excellent exp working with with Java , Core Java Spring , spring boot, Microservices Any experience with UI is a plus to have Good to have - Rest API, Cloud application development , Candidate will be working on Functional Testing Please email resume with contact numbers Viral Patel , IT Talent Acquisition Manager Mitchell Martin Inc. Office : 646.723.7330 “ EARN CASH - Refer a friend vpatel@itmmi.com | www.mitchellmartin.com Show more Show less",,postings.csv/postings.csv
729,Java Developer,Sr. Java Software Engineer,"Sr Software Engineer (Java) Fidelity TalentSource is your destination for discovering your next temporary role at Fidelity Investments! We are currently sourcing for a Senior Software Engineer to work in Salt lake City, UT! The Role Are you interested in serving the needs of millions of customers by building the best-in-class digital experience that helps them in financial planning, investing, and retirement solutions? Our chapter comprises teams that work on a wide range of applications and platforms like Fidelity.com, Fidelity Mobile and Investor Centers. We're looking for product-aware engineers who are passionate, inquisitive, and responsible individuals to help us on our mission to deliver the best omni-channel experience to our customers. Our teams build and give to Fidelity’s digital presence. As a software engineer, you will help us build the solutions used by omni channel experiences and the underlying platforms needed to support our digital presence. You’ll work on building entire features, taking these from concept to deployment, as part of our autonomous, cross functional teams. You'll have the opportunity to give ideas to improve our products as well as develop your skills, learn new technologies and languages, and continue to learn. We're looking for highly motivated individuals who work well in a collaborative, iterative, and fast-paced environment. The Expertise And Skills You Bring Proven experience in designing, developing, and maintaining Java/JEE based API and web applications in a fast-paced Scrum environment. Proven experience with Service Oriented Architecture (SOA), designing and building RESTful services, including versioning, isolation, and micro-services. Passionate about cycle time and use CI/CD practices, tools to rapidly deploy changes to customers while minimizing risk using practices like A/B tests, blue-green deployments, and feature toggles. Have a mentality of test first development and are experienced in modern test frameworks like Junit, Mockito, Spring Test. Stay on top of Algorithms, Data Structures and Design Patterns and love the challenge of building highly scalable systems that can support thousands of transactions/sec. Proficiency in DevOps, Continuous Integration and Delivery tools like Jenkins, Maven, uDeploy, Stash and Docker, optimally employ DevOps, Automated Testing and Continuous Delivery using technology such as Groovy, Jenkins. Working knowledge with Cloud Technologies such as Docker, Kubernetes, AWS CLI, AWS CloudFormation, and AWS services including EC2, EMR, EKS, S3 and Big Data ML toolkits, such as SparkML and Amazon SageMaker. Proven experience in developing ML infrastructure would be ideal Participate in iteration planning to maintain velocity and deliver quality each sprint. Participating in problem solving, troubleshooting, performance turning, production support, and maintenance of existing applications. Ensuring code reviews, unit testing, and integration testing are completed efficiently and optimally. Are data-focused and can measure, collect and use data to make decisions. We understand the value of intuition and the need to balance decisions accordingly. Use business knowledge to translate the vision for divisional initiatives into business solutions by developing complex or multiple software applications and conducting studies of alternatives. 5-8 years of proven experience with a Bachelor’s Degree in Computer Science, Information Science, Mathematics, Physics (or equivalent). The Team We believe that diversity in background and experience will champion an inclusive and engaging work environment for our employees. This ultimately enables us to deliver a better product for our customers. Being technically competent is only telling half the story. We believe that delivering the best possible customer experience requires an artful blend of human ingenuity and technology. While we value smart technologists, we are fanatics about our culture that promotes autonomy and leadership at all levels. People Who Are Great Cultural Fits Demonstrate Curiosity To Learn, Are Unafraid To Break Things, Step Up And Take The Lead, Take Ownership Of Their Projects, And Thrive By Sharing Knowledge And Demonstrating Our Core Pillars: Envision. Innovate. Inspire. Keep it cool: Champion an inclusive organizational culture, cultivate positive energy & family spirit, recognize greatness, support each other & enjoy the journey. Elevate the floor; Influence the horizontal: Commit to developing leadership at all levels. Help your peers & team get better by raising standards within and around while maintaining a strong focus on building future leaders. Tightly aligned; loosely coupled: Establish or enhance partnerships across the organization to ensure alignment towards enterprise standards, tools and reusability while providing direction for teams to operate autonomously. Level Up on Craftsmanship: Treat learning as a journey not a destination. Commit to learning and teaching as a part of your life. Build the ""Best"" Tech together: Promote innovation driven by purpose and practicing autonomy with responsibility. Covid work policy Safety is our top priority. Once we can be together in person with fewer safety measures, this role will follow our dynamic working approach. You’ll be spending some of your time onsite depending on the nature and needs of your role. Dynamic working – post pandemic Our aim is to combine the best of working offsite with coming together in person. For most teams this means a consistent balance of working from home and office that supports the needs of your role, experience level, and working style. Your success and growth is important to us, so you’ll want to enjoy the benefits of coming together in person – face to face learning and training, quality time with your manager and teammates, building your career network, making friends, and taking full advantage of cultural and social experiences Fidelity provides for you. Company Overview Fidelity TalentSource, formerly Veritude, is the in-house temporary staffing provider for Fidelity Investments, one of the largest and most diversified global financial services firms in the industry. We recruit individuals from a variety of backgrounds, including technology and customer service, to fill assignments across Fidelity’s U.S.-based regional and investor center locations. If you would like to experience Fidelity’s diverse and inclusive workplace while expanding your skillset and developing your professional network, consider a role with Fidelity TalentSource. For information about working at Fidelity TalentSource, visit FTSJobs.com. Fidelity TalentSource will reasonably accommodate applicants with disabilities who need adjustments in order to complete the application or interview process. Please email us at HR@ftsjobs.com if you would like to request an accommodation. Information About Fidelity Investments At Fidelity, we are focused on making our financial expertise broadly accessible and effective in helping people live the lives they want. We are a privately held company that places a high degree of value in creating and nurturing a work environment that attracts the best talent and reflects our commitment to our associates. We are proud of our diverse and inclusive workplace where we respect and value our associates for their unique perspectives and experiences. Fidelity Investments and Fidelity TalentSource are equal opportunity employers. Company Overview Fidelity TalentSource is the in-house temporary staffing provider for Fidelity Investments, one of the largest and most diversified global financial services firms in the industry. We welcome individuals from all backgrounds, including technology and customer service, to fill assignments across Fidelity’s U.S.-based regional and investor center locations. If you would like to experience Fidelity’s supportive and collaborative culture while expanding your skill set and developing your professional network, consider a role with Fidelity TalentSource. Apply today at FTSJobs.com. We believe that the most effective way to attract, develop and retain a diverse workforce is to build an enduring culture of inclusion and belonging. Fidelity TalentSource will reasonably accommodate applicants with disabilities who need adjustments to participate in the application or interview process. To initiate a request for an accommodation, please contact our HR team at HR@ ftsjobs.com. Information About Fidelity Investments At Fidelity Investments, our customers are at the heart of everything we do. As a privately held company with a rich 75-year history, our mission has remained the same since our founding: to strengthen the financial well-being of our clients . We help people invest and plan for their future. We assist companies and non-profit organizations in delivering benefits to their employees. And we provide institutions and independent advisors with investment and technology solutions to help invest their own clients’ money. For information about working at Fidelity, visit FidelityCareers.com. Fidelity Investments and Fidelity TalentSource are equal opportunity employers. Show more Show less",8.0,postings.csv/postings.csv
730,Java Developer,Java Software Engineer,"Software Engineer Job Overview: A software engineer will utilize expert knowledge in at least one business or technology function. This position will work with a high degree of independence and develop information systems to support the business. Engineers will focus on the design or integration of various software systems, databases, and third-party packages. Essential Job Functions: Takes leadership role in guiding projects through the complete software development life cycle Leads code design efforts to ensure solutions are performant, scalable, and meet intended business outcomes. Responsible for multiple software applications and managing tasks and resources while utilizing modern project management principles. Participates in or leads the development of multiple projects at one time. Conducts code reviews and ensures coding best practices are being followed while developing new or modifying existing software using coding best practices. Recommend software improvements and changes to systems, as needed. May approve software to be deployed to production systems. Perform software and data analysis to uncover issues and solve complex problems that span multiple systems. Lead various meetings to gather software requirements and project details. Conduct software demos to educate and train others in the use of software. Debug and correct complex software defects. Create or update advanced project documentation. Test software to validate accuracy of code and high-quality software systems. Advanced understanding of the software and system(s) supported by their team, as well as the overall company business Participate in quarterly goal reviews, project priority discussions, and provide feedback. Mentor software developers or interns. Conduct project lessons learned activities and code review sessions. Provide project updates and report project time as needed. · Other duties as assigned. Skills/Education/Experience: Required: 7+ years of software development experience Bachelor’s degree in Computer Science, Information Systems or related field (5+ years O’Reilly software development experience will be considered in lieu of degree) Advanced understanding of change management and the O’Reilly change control process and procedures Advanced knowledge of Project Development Life Cycle (PDLC) and Software Development Life Cycle (SDLC) · Solid understanding of secure coding techniques and best practices Strong ability to articulate advanced technical concepts, write technical documentation, and teach others Expert knowledge in software debugging and testing, complex computer systems (multiple programs, databases, communications etc.), and analysis and design. Advanced problem-solving skills with the ability to manage multiple tasks at one time Strong verbal and written communications skills with the ability to lead and get results from others Must be able to learn independently but also work well in a team environment Flexible scheduling availability including nights and weekend Desired: Education in leadership and or teambuilding Education in Project Management and Business Analysis Advanced technical training or certifications related to scope of work Show more Show less",7.0,postings.csv/postings.csv
731,Java Developer,Java Software Engineer - Hybrid Working - Up to £120k,"Job Title: Java Software Engineer (Front Office) Client: Elite Fintech Salary: Up to £120,000 Location: London / Hybrid Roles and Responsibilities: Our client is looking for an experienced Java Software Engineer to work in their Front Office team, leveraging Java to streamline and automate critical processes. With a commitment to the highest tech standards in the industry, our client prides itself on maintaining cutting-edge technology and a progressive work environment. As a Java Software Engineer, you will play a pivotal role in the firm's operations, ensuring the smooth execution of pricing activities and optimising the efficiency of their processes. This position offers a unique opportunity to join a dynamic team of professionals in an intellectually stimulating environment. Benefits: Exceptional professional growth opportunities in a tech-focused company, allowing you to enhance your engineering skills at an accelerated pace. Access to state-of-the-art technologies, enabling you to work with advanced tools and frameworks. Highly competitive bonuses and a comprehensive benefits package that surpasses industry standards. Emphasis on health and well-being, including a healthy work-life balance and reimbursement programs. Rapid career progression and exposure to diverse technologies. Collaboration with top-tier infrastructure teams in the financial sector. Key Requirements: Degree in Computer Science or STEM based subjects. Strong programming skills as a Java Software Engineer. Between 3-8 years of experience in a relevant role such as Software Engineer or Quant Development Proficiency in modern software development practices, including version control and agile development methodologies. Strong written and verbal communication skills, enabling effective collaboration and information sharing. Demonstrated enthusiasm for ongoing learning and a proactive attitude towards adopting new technologies. Ability to thrive in a fast-paced, adaptable, and high-pressure environment, delivering results efficiently. Knowledge of Python and/or C++ is preferable too! If you are a Java Software Engineer and this role could interest you, please apply to be considered. Show more Show less",8.0,postings.csv/postings.csv
732,Java Developer,Java Software Engineer,"Gamma Technologies, LLC (GT) is looking for a Senior Software Engineer to join our growing development team in Westmont, IL, to design and implement new components as well as ongoing feature enhancements. This is an agile development position with open collaboration and communication. Position Summary: Our new Senior Software Engineer will be responsible for the development and maintenance of various GT-SUITE modules, and sophisticated Java applications. In addition, this developer will interface with custom solutions for distributed computing, 3D graphical processing tools, high-performance data storage, and various back-end APIs. Our programming language of choice is core Java, supplemented by Python and C++. Our goal is not just to find programmers. We are looking for software engineers who are comfortable designing their own components. We do not tell our developers how to design. Instead, they have the freedom to create within scope. Job Responsibilities: Under minimal technical guidance, collaborate with application support engineers on software requirements and application design Develop scalable and maintainable software solutions for our platform Write efficient and high-quality code that adheres to coding standards and best practices Share your knowledge through mentoring, reviewing code, and taking part in design discussions Follow the company’s software development processes Study and propose modern solutions to remain up to date with technical best practices Required Qualifications: BS degree in Computer Science or Engineering Minimum 5 years of professional application development experience utilizing Java and object-oriented design principles Strong experience with both client-side and server-side development Familiarity with agile development methodologies and version control tools Excellent problem-solving and debugging skills Excellent communication skills: be able to explain technical concepts to a diverse audience clearly Desirable Qualifications: Professional experience with any desktop toolkit (Java Swing, Java FX, SWT, Qt) Professional experience with Python and/or C++ Experience with JUnit and mocking frameworks Experience with RESTful API design and development Knowledge of Java build/deployment systems: Gradle, Maven, or Jenkins Solid understanding of TypeScript and experience with Angular Experience with server-side development using Spring Boot Familiar with cloud-centric environments, like AWS or Azure Familiar with containerization technologies such as Docker and Kubernetes Experience with database technologies such as PostgreSQL and MongoDB Salary and Benefits GT offers competitive pay, vacation, sick and personal days, and a work environment that allows you to grow and prosper. We offer best-in-class health benefits for you and your dependents. We offer a 401k and Roth 401k retirement plans. We provide an onsite fitness center. The primary work location will be our Westmont, IL office. We’ve adopted a hybrid remote work policy asking employees to report to the office 3 days per work week. As an organization, we value collaborating and learning from our peers in person, while providing the necessary flexibility for our employees to have a meaningful work-life balance. Other Requirements and Notes: All U.S. based GT employees are required to be fully vaccinated, subject to legally required accommodations. All candidates must be eligible to work in the US for any employer; no third parties please. Universal acceptance for everyone, everywhere is at the heart of our company. We promote diversity of thought, culture and background, which connects the entire Gamma Technologies community. As such, Gamma Technologies is proud to be an Equal Opportunity Employer. We do not discriminate on the basis of race, color, ancestry, national origin, religion or religious creed, mental or physical disability, medical condition, genetic information, sex (including pregnancy, childbirth, and related medical conditions), sexual orientation, gender identity, gender expression, age, marital status, military or veteran status, citizenship, or other characteristics protected by state or federal law or local ordinance. Show more Show less",5.0,postings.csv/postings.csv
733,Java Developer,Java Software Engineer,"Location: Mississauga, ON Contract: 12 months Role: Java Developer Required Skills: • Proficiency in Java programming language and related frameworks. • Strong knowledge of SQL and database concepts. For frontend worked on Angular above 6 version. • Experience in developing web applications using Spring Boot framework. • Solid understanding of RESTful API design principles and best practices. • Familiarity with HIVE, Hadoop, and Druid cluster for large-scale data processing and analytics. • Experience working with ElasticSearch for search and indexing functionalities. • Knowledge of Hazelcast for distributed caching and in-memory data grid. • Strong problem-solving skills and ability to debug complex software issues. • Excellent teamwork and communication skills, with the ability to collaborate effectively with cross-functional teams. • Attention to detail and a commitment to delivering high-quality software solutions. Show more Show less",,postings.csv/postings.csv
734,Java Developer,Java Software Engineer,"We are hiring for Java Developer for our direct client which is into Investment Banking & Financial Services. Job Title : Full Stack Developer Location : Montreal, QC _ hybrid Years of experience : 3 to 10 years of experience Required skills: Java Web Development (Servlet/JSP), Spring Framework, JavaScript, JavaScript Frameworks (Angular Preferred), CSS, Unix/Linux Shell Scripting, XML Processing, CSS Bachelor’s degree in Computer Science, Software Engineering, Information Technology, or related field required A very strong communicator with the ability to interface directly with clients and analysts to ensure technical requirements and delivery align with expectations A strong understanding of Agile/Scrum and ability to deliver solutions under this methodology At least 5+ years of hands-on web application development utilizing Java for Web Development purposes Experience in the development of service-oriented architecture application, good understanding of Object-Oriented Design and Design Patterns Strong knowledge of Java Server Pages (JSP), DHTML and JavaScript are essential Experience with MVC patterned applications using JavaScript frameworks and working with front end development teams, preferably in Angular Strong analytical and design skills, including the ability to understand business requirements and translate them into efficient and effective technical designs that work well within large-scale, well-structured enterprise environments Excellent troubleshooting skills, with the ability to quickly identify and document the root cause of issues, and effectively communicate possible resolutions Effective communication, presentation, and collaboration skills Angular, RESTful Web Services. DevOps experience Experience with Angular (2+) and proven successes delivering solutions on this framework -UI Design experience, specifically for web applications Thanks Drishti Lancesoft INC Show more Show less",10.0,postings.csv/postings.csv
735,Java Developer,Java Software Engineer,"About Us: LTIMindtree is a global technology consulting and digital solutions company that enables enterprises across industries to reimagine business models, accelerate innovation, and maximize growth by harnessing digital technologies. As a digital transformation partner to more than 700+ clients, LTIMindtree brings extensive domain and technology expertise to help drive superior competitive differentiation, customer experiences, and business outcomes in a converging world. Powered by nearly 90,000 talented and entrepreneurial professionals across more than 30 countries, LTIMindtree — a Larsen & Toubro Group company — combines the industry-acclaimed strengths of erstwhile Larsen and Toubro Infotech and Mindtree in solving the most complex business challenges and delivering transformation at scale. For more information, please visit www.ltimindtree.com. Job Title: Java Developer Work Location Berkeley Heights, NJ ( 4/5 days onsite/week) What you will do: Analyze complex processes and technological heterogenic applications. Design SW solutions in the real-time, payment area. Design, develop microservices for highly efficient protocol translation and enrichment with reactive design patterns. Deliver end to end solutions for Payment APIs. Develop high throughput and high-volume transaction APIs that can be consumed by omni channel platforms. Enhance API solutions to offer simple, easy to consume APIs for payment customers. Participate in development of roadmap and strategies for documenting and presenting API specifications in an easy and consumable format. Develop roadmap and strategies to provide Client Libraries and SDKs for API products. What you will need to have: Minimum 10 years’ experience in Java, Spring framework (Core, MVC, AOP, Java NIO) Minimum 5 years of experience in Spring Boot Hands-on experience with Spring Cloud, Spring Data, Spring Transactional and Spring Batch desired. Experience on creating unit test using JUnit, Mockito Experience with Databases and code integrations such as Oracle, SQL Server, MySQL Expertise in implementing complex full stack solutions including digital and mobile systems, API, and Micro-Services in large Enterprise organizations. Agile methodology experience GIT, JIRA, Maven, Confluence Experience in using CICD pipelines and associated tools like Jenkins. What would be great to have: Payment Industry Experience Good to have experience in PCF or related cloud platform, API Management) Experience in implementing high volume transactions processing applications. Good to have Experience on using Quality and Security scan tools such as Sonar, Fortify and Web Inspect Experience in Integration Testing APIs with Postman, JMeter etc Benefits/perks listed below may vary depending on the nature of your employment with LTIMindtree (“LTIM”): Benefits and Perks: Comprehensive Medical Plan Covering Medical, Dental, Vision Short Term and Long-Term Disability Coverage 401(k) Plan with Company match Life Insurance Vacation Time, Sick Leave, Paid Holidays Paid Paternity and Maternity Leave The range displayed on each job posting reflects the minimum and maximum salary target for the position across all US locations. Within the range, individual pay is determined by work location and job level and additional factors including job-related skills, experience, and relevant education or training. Depending on the position offered, other forms of compensation may be provided as part of overall compensation like an annual performance-based bonus, sales incentive pay and other forms of bonus or variable compensation. Disclaimer: The compensation and benefits information provided herein is accurate as of the date of this posting. LTIMindtree is an equal opportunity employer that is committed to diversity in the workplace. Our employment decisions are made without regard to race, color, creed, religion, sex (including pregnancy, childbirth or related medical conditions), gender identity or expression, national origin, ancestry, age, family-care status, veteran status, marital status, civil union status, domestic partnership status, military service, handicap or disability or history of handicap or disability, genetic information, atypical hereditary cellular or blood trait, union affiliation, affectional or sexual orientation or preference, or any other characteristic protected by applicable federal, state, or local law, except where such considerations are bona fide occupational qualifications permitted by law. Safe return to office : In order to comply with LTIMindtree’ s company COVID-19 vaccine mandate, candidates must be able to provide proof of full vaccination against COVID-19 before or by the date of hire. Alternatively, one may submit a request for reasonable accommodation from LTIMindtree’s COVID-19 vaccination mandate for approval, in accordance with applicable state and federal law, by the date of hire. Any request is subject to review through LTIMindtree’s applicable processes. Show more Show less",10.0,postings.csv/postings.csv
736,Java Developer,Software Engineer,"Java Developer - Belfast - Hybrid Working Search 5.0 are proud to be partnered exclusively with a high growth, cutting edge technology company that is seeking their next software development hire to help their teams create software that is meaningful and impactful in their market. As a Java Developer in my clients business you will benefit from an incredibly varied role inclusive of greenfield work, developing new microservices that are currently in the build phase, occasional front-end work, infrequent bits of third line support, opportunities to lead and present during scrum meetings, and you'll be working directly with the end user. Boredom is not an option! What would you make you a great fit? 2+ years experience developing in Java using Spring Boot Knowledge of microservices architecture Familiarity with an agile scrum environment Exposure to or working knowledge of JavaScript frameworks Understanding of cloud technologies Don't have everything listed? GOOD. My client champion aptitude and attitude over technical experience. They believe that tech skills can be taught and would much rather hire for a team fit. What's in it for you? Salary up to £52,000 Private health insurance Standard pension scheme Cycle to work scheme Gym memberships 25 days holidays + bank holidays + your birthday off Impressive training budget to be used for whatever you would like to upskill in For a confidential conversation about this role apply today or contact Tiernan Ruddy on tiernan.ruddy@search5point0.com to find out more. Show more Show less",2.0,postings.csv/postings.csv
737,Java Developer,Sr. Software Engineer,"Job Title: Sr. Full Stack Developer (Java/AWS) Location: Salt Lake City, Utah- Onsite 2-3x a week Job-Type: 2 year contract with renewal Salary Range: $140,000-170,000 Referral Fee: $1000 Employment Eligibility: Gravity will consider US Citizens, Green Card Holders and those with full-time US Employment Authorization (H-1B Candidates). We are also open to contract or “corp to corp” agreements for highly qualified candidates. Position Overview: Full Stack Java Developer with expertise in development of websites and applications. A qualified candidate designs, configures, diagnoses, repairs, upgrades, and optimizes technical solutions in selected discipline(s). The project(s) will directly involve strong internet web programming ability using JavaScript and React with the modern Spring stack in AWS cloud environments. You will be involved with the design, development, and deployment of an in-house portal application. Lastly, you will contribute to a SAFe environment including the Daily Scrum, Sprint Planning, Sprint Retrospectives, Backlog Grooming, Sprint/System Demos, PI Planning, and Inspect & Adapt events. Duties & Responsibilities: Required Experience & Skills: 2+ years of working experience in full-stack JavaScript and Java application development 2+ years of React, Thymeleaf, and/or Custom CSS 2+ years of testing software using appropriate methodologies and techniques At least 4 years of Information Technology experience 5+ years of working experience in full-stack JavaScript and Java application development 5+ years of configuring Oracle and/or SQL Server databases and optimizing queries. Experience with cloud platforms (AWS preferred), with a focus on cloud-native development. Possess strong software development documentation skills At least 5 years of Information Technology experience. Experience working in a SCRUM/Agile/DevOps software development environment Nice to Have Experience: Experience working in an SCRUM/Agile/DevOps software development environment Experience with both relational and non-relational databases (Oracle, Postgres, Mongo) Knowledge of architectural frameworks and design principles Experience with Git, especially GitHub. Ability to work in a team in diverse/multiple stakeholder environment Excellent verbal and written communication skills Experience with the Atlassian stack (Jira/Confluence) as well as writingtest/acceptance criteria Experience and desire to work in a Cloud-based delivery environment Experience building web applications in Amazon Web Services Experience working on a development team in both new and existing projects. Show more Show less",2.0,postings.csv/postings.csv
738,Java Developer,Senior Java Software Engineer,"Note to Candidate: This is a fully remote position. Candidates must be willing to work EST hours. This position is not open to C2C relationships or visa sponsorship. Provides technical direction. Validates requirements, performs analysis and design for system improvements and new applications. Represents department by leading work and providing guidance to others. Responsibilities: • Develop, test, deploy, maintain and improve software to meet requirements • Design and develop test automation code • Complete highly complex program changes; self-directed • Perform comprehensive analysis and design for large-scale, project initiatives • Serve as a technical leader; make significant technical contributions, provide technical direction, and evaluate new technologies for adoption • Act as a focal point to communicate project design and status to senior management • Provide project-level estimates and lead team through story level estimation efforts • Ensure team compliance with SDLC standards and CD/CI procedures; introduce new standards and opportunities for improvements • Monitor team progress against project estimates to provide status • Provide technical support and troubleshooting for applications across environments, including high impact production issues • Maintain existing code base, monitoring for failures in non-prod environments • Support changes during quality assurance, user acceptance testing, and post implementation to ensure integrity of application • Share technical expertise; guide and mentor others to maximize team effectiveness and quality • Support multi-team and cross-program project efforts, serve as technical lead where necessary • Initiate and facilitate partnership between multiple software engineering and delivery teams • Observes and communicates performance of team members to assist in their development • Subject Matter Expert across multiple technologies and applications Technical requirements: • Java (5+ years) • Unit Tests (4+ years) - i.e. Junit, TestNG, NUnit, etc. • Spring (3+ years) • Spring Boot (1+ years) • REST or SOAP (5+ years) • Messaging Queues (3+ years) - i.e. JSM, Kafka, etc. • SQL (5+) years • Oracle PL/SQL (3+ years) • MongoDB (1+ years) • Gradle (3+ years) • Unix (3+ years) • Git (2+ years) • Build Tools (2 years) - i.e. Jenkins, AnthillPro, etc. • Kubernetes (1+ years) - i.e. Docker, OpenShift, etc. *Solu Technology Partners provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. Show more Show less",5.0,postings.csv/postings.csv
